Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
Lloyd Neal,26,POR,PF,58,,16.5,2.8,5.9,.471,1.3,2.0,.675,1.5,2.9,4.4,1.0,0.1,0.6,2.6,6.8,
Bud Stallworth,27,NOJ,SF,40,,13.2,3.2,6.8,.463,0.4,0.7,.586,0.5,1.3,1.8,0.6,0.5,0.3,1.9,6.7,
Marvin Webster,24,DEN,C,80,,16.0,2.5,5.0,.495,1.8,2.8,.650,1.9,4.2,6.1,0.8,0.3,1.5,1.9,6.7,
Bob Wilkerson,22,SEA,SF,78,,19.9,2.8,7.3,.386,1.1,1.6,.689,1.2,2.1,3.3,2.2,0.9,0.1,1.7,6.7,
Louie Dampier,32,SAS,PG,80,,20.4,2.9,6.3,.460,0.8,1.1,.744,0.3,0.7,1.0,2.9,0.6,0.2,1.2,6.6,
Ollie Johnson,27,KCK,SF,81,,17.1,2.7,5.5,.489,1.2,1.4,.878,0.8,1.8,2.6,1.3,0.5,0.3,2.1,6.6,
Jim Fox,33,NYN,C,71,,16.4,2.6,5.6,.462,1.3,1.6,.833,1.4,3.2,4.6,0.7,0.3,0.4,2.2,6.5,
Foots Walker,25,CLE,PG,62,18,19.6,2.5,5.6,.450,1.4,1.9,.774,0.9,1.7,2.6,4.1,1.3,0.1,2.0,6.5,
Tom Boswell,23,BOS,PF,70,,15.5,2.5,4.9,.515,1.4,1.9,.711,1.6,2.8,4.4,1.2,0.4,0.1,3.4,6.4,
Keith Erickson,32,PHO,SF,50,,19.0,2.8,5.9,.483,0.7,1.0,.740,0.7,2.2,2.9,2.1,0.6,0.1,2.4,6.4,
Steve Green,23,IND,SF,70,1,13.1,2.6,6.1,.432,1.2,1.6,.743,1.1,1.4,2.5,0.7,0.7,0.2,2.2,6.4,
Tom Abernethy,22,LAL,SF,70,,19.7,2.4,5.0,.484,1.4,1.9,.754,1.6,2.5,4.2,1.4,0.7,0.1,1.7,6.3,
Larry McNeill,26,2TM,PF,24,,9.6,2.0,4.7,.420,2.2,2.5,.852,1.2,2.0,3.1,0.3,0.4,0.1,1.3,6.1,
Don Chaney,30,LAL,SG,81,,29.7,2.6,6.4,.408,0.9,1.2,.745,1.5,2.6,4.1,3.8,1.7,0.4,2.8,6.1,DEF2
Johnny Neumann,25,2TM,SG,63,,14.9,2.6,6.3,.406,0.9,1.4,.678,0.4,0.8,1.1,2.2,0.5,0.2,2.1,6.0,
George Johnson,28,2TM,C,78,,21.2,2.5,5.5,.462,0.9,1.3,.724,2.6,5.2,7.8,1.3,0.5,2.3,3.2,6.0,
Jim Eakins,30,KCK,C,82,,16.3,1.8,4.1,.449,2.3,2.7,.847,1.4,3.0,4.4,1.5,0.4,0.6,2.4,6.0,
Armond Hill,23,ATL,PG,81,,22.5,2.2,5.4,.399,1.7,2.1,.799,0.5,1.3,1.8,5.0,1.0,0.1,3.0,6.0,
Caldwell Jones,26,PHI,C,82,57,24.7,2.6,5.2,.507,0.8,1.4,.552,2.3,5.8,8.1,1.1,0.5,2.4,3.7,6.0,
Dean Tolson,25,SEA,PF,60,,9.8,2.3,4.0,.566,1.4,2.7,.535,1.2,1.4,2.6,0.5,0.5,0.4,1.4,6.0,
Dwight Jones,24,HOU,PF,74,,16.7,2.3,4.6,.494,1.4,1.7,.802,1.3,2.5,3.8,0.6,0.5,0.3,2.4,5.9,
Otto Moore,30,NOJ,C,81,,25.7,2.4,5.9,.405,1.1,1.7,.679,2.1,5.8,7.9,2.2,0.7,1.4,2.9,5.9,
Fred Saunders,25,BOS,SF,68,,15.5,2.7,5.8,.466,0.5,0.8,.660,1.1,2.2,3.3,1.3,0.4,0.1,2.8,5.9,
Mo Layton,28,NYK,SG,56,,13.7,2.4,4.9,.484,1.0,1.3,.795,0.2,0.6,0.8,2.8,0.4,0.1,1.6,5.8,
Scott Lloyd,24,MIL,C,69,,14.9,2.2,4.7,.472,1.4,1.8,.754,1.2,1.9,3.0,0.5,0.3,0.2,2.3,5.8,
Sonny Parker,21,GSW,SF,65,,13.7,2.4,4.5,.527,1.1,1.4,.772,1.3,1.4,2.7,0.9,0.8,0.4,1.2,5.8,
Tom Van Arsdale,33,PHO,SF,77,,18.5,2.2,5.1,.433,1.3,1.9,.703,0.6,1.8,2.4,0.9,0.3,0.0,2.1,5.8,
Dave Wohl,27,2TM,PG,51,,19.3,2.3,5.7,.400,1.2,1.7,.685,0.3,1.3,1.6,2.8,0.8,0.1,2.3,5.7,
Dennis Awtrey,28,PHO,C,72,,24.4,2.2,5.2,.429,1.3,1.8,.722,1.5,3.4,4.9,2.5,0.3,0.4,2.4,5.7,
John Brown,25,ATL,SF,77,,18.2,2.1,4.5,.457,1.6,1.9,.807,1.0,2.1,3.1,1.3,0.6,0.1,2.8,5.7,
Ticky Burden,23,NYK,SG,61,,10.0,2.4,5.8,.420,0.8,1.4,.600,0.4,0.7,1.1,1.0,0.8,0.0,1.4,5.7,
Kevin Restani,25,MIL,PF,64,,17.4,2.7,5.2,.518,0.2,0.4,.500,1.3,2.8,4.1,1.4,0.5,0.2,1.6,5.6,
Neal Walk,28,NYK,C,11,,12.3,2.5,5.2,.491,0.5,0.6,.857,0.5,2.0,2.5,0.5,0.4,0.3,2.0,5.6,
Robin Jones,22,POR,C,63,,16.9,2.2,4.7,.465,1.0,1.7,.606,1.6,3.1,4.7,1.3,0.6,0.6,2.0,5.5,
Nate Thurmond,35,CLE,C,49,9,20.3,2.0,5.0,.407,1.4,2.2,.642,2.5,5.2,7.6,1.7,0.3,1.7,2.6,5.5,
George Trapp,28,DET,PF,6,,11.3,2.5,4.8,.517,0.5,0.7,.750,0.7,1.0,1.7,0.5,0.0,0.2,2.2,5.5,
Butch Beard,29,NYK,PG,70,,15.5,2.1,4.2,.505,1.1,1.6,.688,0.7,1.6,2.3,2.1,0.8,0.1,2.0,5.3,
Darryl Dawkins,20,PHI,C,59,0,11.6,2.3,3.6,.628,0.7,1.3,.506,1.0,2.9,3.9,0.4,0.2,0.8,2.2,5.3,
Randy Denton,27,ATL,C,45,,15.6,2.3,5.7,.402,0.7,1.0,.702,1.8,3.0,4.8,0.7,0.3,0.4,2.2,5.3,
Alex English,23,MIL,SF,60,,10.8,2.2,4.6,.477,0.8,1.0,.767,1.1,1.7,2.8,0.4,0.3,0.3,1.3,5.2,
Butch Feher,22,PHO,SG,48,,10.1,1.8,3.4,.531,1.6,2.1,.768,0.4,1.2,1.5,0.8,0.2,0.1,1.0,5.2,
Paul Griffin,23,NOJ,PF,81,,20.3,1.7,3.2,.547,1.8,2.5,.721,2.1,4.0,6.1,2.1,0.6,0.5,3.0,5.2,
Paul McCracken,26,CHI,SG,9,,13.2,2.0,5.2,.383,1.2,2.0,.611,0.7,1.1,1.8,1.6,0.7,0.0,1.9,5.2,
Wally Walker,22,POR,SF,66,,9.5,2.1,4.6,.449,1.0,1.5,.670,0.7,1.0,1.6,0.8,0.2,0.0,1.4,5.2,
Claude Terry,27,2TM,SG,45,,12.1,2.1,4.2,.503,0.8,1.0,.818,0.3,0.8,1.0,1.3,0.4,0.0,1.1,5.1,
Kevin Stacom,25,BOS,SG,79,,13.3,2.3,5.5,.409,0.6,0.7,.793,0.5,0.7,1.2,1.5,0.2,0.0,0.8,5.1,
Chuck Terry,26,NYN,SF,61,,17.6,2.1,5.2,.403,0.8,1.0,.774,0.7,1.6,2.3,0.6,1.0,0.2,2.0,5.0,
Bill Willoughby,19,ATL,SF,39,,14.1,1.9,4.3,.444,1.1,1.6,.683,1.7,2.7,4.4,0.3,0.5,0.6,1.6,4.9,
Mo Howard,22,2TM,SG,32,0,10.8,2.0,4.1,.485,0.8,1.1,.686,0.5,0.7,1.2,1.3,0.5,0.3,1.6,4.8,
Dwight Davis,27,GSW,PF,33,,16.7,1.7,3.8,.444,1.5,2.2,.681,1.0,1.8,2.9,0.9,0.3,0.2,2.8,4.8,
Mike Dunleavy,22,PHI,PG,32,0,11.2,1.9,4.5,.414,1.1,1.4,.756,0.3,0.8,1.1,1.8,0.4,0.1,2.0,4.8,
Byron Beck,32,DEN,PF,53,,9.1,2.0,4.6,.435,0.7,0.8,.818,0.8,1.0,1.8,0.6,0.3,0.0,1.1,4.7,
Mel Bennett,22,IND,PF,67,1,13.6,1.5,4.4,.344,1.7,2.8,.599,1.6,1.9,3.5,1.0,0.6,0.5,2.3,4.7,
C.J. Kupec,24,LAL,SF,82,,11.1,1.9,4.2,.447,1.0,1.2,.772,0.9,1.5,2.4,0.6,0.2,0.0,1.4,4.7,
Andre McCarter,23,KCK,PG,59,,12.3,2.0,4.4,.463,0.5,0.8,.711,0.3,0.7,0.9,1.7,0.4,0.0,1.1,4.6,
Louie Nelson,25,SAS,SG,4,,14.3,1.8,3.5,.500,1.0,1.8,.571,0.5,1.3,1.8,0.8,0.5,0.0,2.3,4.5,
Ed Ratleff,26,HOU,SF,37,,14.4,1.9,4.4,.435,0.7,1.1,.619,0.6,1.4,2.1,1.2,0.5,0.2,1.2,4.5,
Phil Sellers,23,DET,SG,44,,7.5,1.7,4.3,.384,1.2,1.6,.722,0.4,0.5,0.9,0.6,0.5,0.0,1.3,4.5,
Mike Sojourner,23,ATL,PF,51,,10.8,1.9,4.0,.468,0.8,1.1,.719,1.0,1.9,2.9,0.4,0.3,0.2,1.3,4.5,
Andy Walker,21,NOJ,SF,40,,11.0,1.8,3.9,.462,0.9,1.2,.766,0.6,1.3,1.9,0.8,0.5,0.2,1.5,4.5,
Joe Bryant,22,PHI,PF,61,0,10.0,1.8,3.9,.446,0.9,1.1,.757,0.7,1.2,1.9,0.8,0.6,0.2,1.4,4.4,
Bill Bradley,33,NYK,SF,67,,15.3,1.9,4.1,.464,0.5,0.6,.810,0.4,1.1,1.5,1.9,0.4,0.1,1.8,4.3,
Mickey Davis,26,MIL,SF,19,,8.7,1.5,3.6,.426,1.2,1.3,.920,0.6,0.9,1.5,1.1,0.3,0.2,0.6,4.3,
Steve Kuberski,29,BOS,SF,76,,11.3,1.7,4.1,.420,0.8,1.1,.759,1.0,1.8,2.8,0.5,0.1,0.1,1.2,4.3,
Lloyd Walton,23,MIL,PG,53,,12.8,1.7,3.5,.468,1.0,1.2,.815,0.3,0.7,1.0,2.7,0.8,0.0,1.0,4.3,
Rowland Garrett,26,2TM,SF,62,0,9.6,1.7,3.9,.444,0.7,0.8,.804,0.6,1.2,1.8,0.4,0.3,0.2,1.3,4.1,
Jim Barnett,32,PHI,SG,16,0,14.4,1.8,4.0,.438,0.6,1.1,.556,0.4,0.4,0.9,1.4,0.3,0.0,1.8,4.1,
Tom Owens,27,HOU,C,46,,10.0,1.5,2.9,.504,1.1,1.7,.684,1.0,2.1,3.1,0.4,0.1,0.3,2.1,4.1,
Kim Hughes,24,NYN,C,81,,25.7,1.9,4.4,.427,0.2,0.9,.275,2.3,4.6,7.0,1.2,1.5,1.5,3.8,4.0,
Frank Oleynick,21,SEA,PG,50,,10.3,1.6,4.5,.363,0.8,1.1,.736,0.3,0.6,0.9,1.2,0.3,0.1,1.0,4.0,
Mike Barr,26,KCK,SG,73,,16.8,1.7,3.8,.437,0.6,0.8,.719,0.5,1.3,1.8,2.4,0.7,0.2,1.3,3.9,
Fred Foster,30,BUF,SF,59,,11.7,1.7,4.2,.401,0.5,0.7,.682,0.6,0.7,1.3,0.8,0.3,0.0,1.6,3.9,
Cornell Warner,28,LAL,PF,14,,12.1,1.8,3.8,.472,0.3,0.4,.667,1.5,3.4,4.9,0.8,0.1,0.1,2.0,3.9,
Zaid Abdul-Aziz,30,BUF,C,22,,8.9,1.1,3.4,.338,1.5,2.0,.767,1.9,2.2,4.1,0.3,0.1,0.4,1.0,3.8,
Jim Ard,28,BOS,C,63,,15.4,1.5,4.0,.378,0.8,1.2,.645,1.2,3.5,4.7,0.8,0.3,0.4,2.0,3.8,
Glenn Hansen,24,KCK,SG,41,,7.0,1.6,3.8,.432,0.6,0.8,.719,0.7,0.8,1.4,0.6,0.3,0.1,1.1,3.8,
John Laskowski,23,CHI,SG,47,,12.0,1.6,4.5,.354,0.6,0.6,.900,0.3,1.0,1.3,0.9,0.7,0.0,0.5,3.8,
Marshall Rogers,23,GSW,PG,26,,6.8,1.7,4.5,.371,0.5,0.6,.933,0.2,0.2,0.4,0.4,0.3,0.1,1.3,3.8,
Fatty Taylor,30,DEN,PG,79,,19.6,1.7,4.0,.420,0.5,0.8,.569,1.1,1.5,2.7,3.6,1.7,0.1,2.6,3.8,
Tom Boerwinkle,31,CHI,C,82,,13.0,1.6,3.3,.491,0.4,0.8,.540,1.2,2.6,3.8,2.3,0.2,0.2,1.8,3.7,
Cornelius Cash,24,DET,PF,6,,8.2,1.5,3.8,.391,0.5,1.0,.500,1.3,1.3,2.7,0.2,0.3,0.2,1.3,3.5,
Mel Daniels,32,NYN,C,11,,11.5,1.2,3.2,.371,1.2,2.1,.565,0.9,2.2,3.1,0.5,0.3,1.0,2.6,3.5,
Chuck Williams,30,2TM,PG,65,,13.3,1.2,3.2,.371,1.0,1.3,.782,0.4,1.2,1.6,2.0,0.5,0.0,0.9,3.4,
Corky Calhoun,26,POR,SF,70,,10.6,1.2,2.6,.464,0.9,1.2,.776,0.6,1.5,2.1,0.5,0.3,0.1,1.8,3.4,
Phil Jackson,31,NYK,PF,76,,13.6,1.3,3.1,.440,0.7,0.9,.718,1.0,2.0,3.0,1.1,0.4,0.2,2.4,3.4,
Tom Kropp,23,CHI,SG,53,,9.1,1.4,2.9,.480,0.5,0.8,.683,0.4,0.5,0.9,0.7,0.3,0.0,1.5,3.3,
Cliff Pondexter,22,CHI,PF,78,,12.8,1.4,3.3,.416,0.5,0.8,.646,1.0,2.0,3.0,0.5,0.4,0.1,1.1,3.3,
Henry Ward,25,SAS,SG,27,,6.3,1.3,3.3,.378,0.6,0.6,.882,0.4,0.9,1.2,0.2,0.2,0.2,1.1,3.1,
Harvey Catchings,25,PHI,C,53,25,16.3,1.2,2.3,.504,0.6,0.9,.702,1.2,3.2,4.4,0.6,0.4,1.5,2.5,3.0,
Len Elmore,24,IND,C,6,0,7.7,1.2,2.8,.412,0.7,0.8,.800,1.2,1.3,2.5,0.3,0.0,0.7,1.8,3.0,
Earl Williams,25,NYN,C,1,,7.0,0.0,2.0,.000,3.0,6.0,.500,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,
Bob Bigelow,23,KCK,SF,29,,5.6,1.2,2.4,.500,0.5,0.6,.882,0.3,0.7,0.9,0.3,0.1,0.0,0.6,2.9,
Ron Davis,22,ATL,SF,7,,9.6,1.1,5.0,.229,0.6,1.9,.308,0.3,0.7,1.0,0.3,1.0,0.0,1.3,2.9,
Henry Dickerson,25,ATL,PG,6,,10.5,1.0,2.0,.500,0.8,1.3,.625,0.0,0.3,0.3,1.8,0.2,0.0,2.2,2.8,
Eric Fernsten,23,CHI,C,5,,12.2,0.6,3.0,.200,1.6,2.2,.727,1.8,1.4,3.2,1.2,0.2,0.6,1.8,2.8,
George Karl,25,SAS,PG,29,,8.7,0.9,2.5,.342,1.0,1.4,.690,0.1,0.4,0.6,1.6,0.3,0.0,1.2,2.7,
Terry Furlow,22,PHI,SG,32,0,5.4,1.1,3.1,.340,0.5,0.6,.889,0.6,0.7,1.2,0.6,0.2,0.1,0.3,2.6,
Phil Hicks,24,2TM,SF,37,,7.1,1.1,2.4,.461,0.3,0.4,.846,0.7,1.1,1.8,0.6,0.2,0.0,1.0,2.5,
Norm Cook,21,BOS,SF,25,,5.5,1.1,2.9,.375,0.4,0.7,.529,0.4,0.7,1.1,0.2,0.4,0.1,1.1,2.5,
John Lambert,24,CLE,PF,63,0,8.8,1.1,2.5,.427,0.4,0.6,.694,1.0,1.5,2.4,0.5,0.3,0.3,1.2,2.5,
Allen Murphy,24,LAL,SG,2,,9.0,0.5,2.5,.200,1.5,3.5,.429,1.5,0.5,2.0,0.0,0.0,0.0,2.5,2.5,
Monte Towe,23,DEN,PG,51,,8.0,1.1,2.7,.406,0.4,0.5,.720,0.2,0.5,0.7,1.7,0.3,0.0,1.2,2.5,
Bob Weiss,34,WSB,PG,62,,12.4,1.0,2.1,.466,0.5,0.6,.784,0.2,0.9,1.1,2.1,0.9,0.1,1.1,2.5,
Jerome Anderson,23,IND,SG,27,0,6.1,1.0,2.2,.441,0.5,0.7,.700,0.3,0.1,0.4,0.4,0.2,0.1,1.0,2.4,
Rudy White,23,HOU,SG,46,,8.0,1.0,2.3,.443,0.3,0.5,.600,0.3,0.6,0.9,0.8,0.2,0.0,0.8,2.4,
Rudy Hackett,23,2TM,PF,6,0,7.7,0.5,1.7,.300,1.3,2.3,.571,0.7,1.5,2.2,0.5,0.0,0.2,1.3,2.3,
Glenn McDonald,24,MIL,SF,9,,8.8,0.9,3.8,.235,0.3,0.4,.750,0.9,0.4,1.3,0.8,0.4,0.0,1.2,2.1,
Joe Pace,23,WSB,C,30,,4.0,0.8,1.8,.436,0.5,1.0,.552,0.5,0.6,1.1,0.1,0.1,0.6,1.0,2.1,
Marv Roberts,27,LAL,SF,28,,7.5,1.0,2.7,.355,0.1,0.2,.667,0.3,0.6,0.9,0.7,0.1,0.1,1.2,2.1,
Jimmy Jones,32,WSB,PG,3,,11.0,0.7,3.0,.222,0.7,1.3,.500,0.3,1.0,1.3,0.3,0.7,0.0,1.3,2.0,
Goo Kennedy,27,HOU,SF,32,,8.7,1.0,1.8,.534,0.1,0.3,.375,0.4,1.2,1.6,0.2,0.2,0.2,1.4,2.0,
Bobby Wilson,26,BOS,SG,25,,5.2,0.8,2.4,.322,0.4,0.5,.846,0.1,0.2,0.4,0.6,0.1,0.0,0.8,2.0,
Dale Schlueter,31,PHO,C,39,,8.6,0.7,1.8,.361,0.5,0.8,.581,0.8,1.3,2.1,1.0,0.2,0.2,1.6,1.8,
Chuckie Williams,23,CLE,SG,22,0,3.0,0.6,2.1,.298,0.4,0.5,.750,0.1,0.0,0.2,0.3,0.0,0.0,0.3,1.7,
Mike Riordan,31,WSB,SF,49,,5.9,0.7,1.9,.362,0.2,0.3,.733,0.1,0.4,0.6,0.4,0.1,0.0,0.7,1.6,
Mike D'Antoni,25,SAS,SG,2,,4.5,0.5,1.5,.333,0.5,1.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,1.5,1.5,
Clyde Mayes,23,3TM,PF,9,0,5.8,0.6,2.1,.263,0.3,0.8,.429,1.1,0.7,1.8,0.3,0.0,0.4,1.3,1.4,
Roger Brown,26,DET,C,43,,7.5,0.5,1.3,.375,0.4,0.6,.692,0.7,1.4,2.1,0.3,0.3,0.4,1.6,1.4,
Dean Meminger,28,NYK,SG,32,,7.9,0.5,1.1,.417,0.4,0.7,.565,0.4,0.4,0.8,0.9,0.3,0.0,0.5,1.3,
Norton Barnhill,23,SEA,SG,4,,2.5,0.5,1.5,.333,0.0,0.0,,0.5,0.3,0.8,0.3,0.0,0.0,1.3,1.0,
Darrell Elston,24,IND,SG,5,0,8.0,0.4,2.8,.143,0.2,0.4,.500,0.2,1.0,1.2,0.4,0.2,0.0,1.2,1.0,
Keith Starr,22,CHI,SG,17,,3.8,0.4,1.4,.250,0.1,0.1,1.000,0.4,0.2,0.6,0.4,0.1,0.0,0.6,0.8,
Willie Smith,23,CHI,PG,2,,5.5,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,
